               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  69,            0.032484,              0.1114,          0.00086387,             0.84982,             0.89912,              0.9161,             0.60483,            0.025344,            0.068865,          0.00043281,            0.003268,            0.003268,            0.003268
                  70,            0.032335,             0.11335,          0.00092405,              0.8416,             0.91711,             0.91426,             0.60702,            0.026151,            0.066867,          0.00044375,            0.003169,            0.003169,            0.003169
                  71,            0.032369,             0.11281,          0.00087594,             0.84851,             0.90348,              0.9154,             0.59423,             0.02539,            0.067348,          0.00046502,             0.00307,             0.00307,             0.00307
                  72,             0.03198,             0.11022,          0.00089725,             0.84141,              0.9101,             0.91483,              0.5981,            0.025963,            0.067117,          0.00043477,            0.002971,            0.002971,            0.002971
                  73,            0.032254,             0.11376,          0.00082665,             0.86997,             0.88913,             0.91601,              0.6097,             0.02535,             0.06743,          0.00042189,            0.002872,            0.002872,            0.002872
                  74,            0.032155,             0.11303,          0.00082638,             0.83551,             0.91207,             0.91173,             0.59905,            0.025665,            0.068684,          0.00040063,            0.002773,            0.002773,            0.002773
                  75,            0.031658,             0.11012,          0.00083373,             0.87092,             0.88758,             0.91765,             0.60259,            0.025262,            0.070179,          0.00042645,            0.002674,            0.002674,            0.002674
                  76,             0.03188,             0.11017,          0.00085324,             0.83911,             0.91964,             0.90765,             0.59961,             0.02536,            0.070083,          0.00044709,            0.002575,            0.002575,            0.002575
                  77,            0.031861,             0.11156,          0.00082894,             0.82065,             0.91677,             0.91209,             0.60259,            0.025247,            0.068823,          0.00043019,            0.002476,            0.002476,            0.002476
                  78,             0.03168,             0.10716,          0.00084807,             0.83898,              0.9101,             0.90769,             0.60059,            0.025602,            0.067672,          0.00045568,            0.002377,            0.002377,            0.002377
                  79,            0.032234,             0.11044,          0.00084597,             0.84223,             0.91182,             0.90777,             0.59378,            0.026416,            0.068246,          0.00048278,            0.002278,            0.002278,            0.002278
                  80,            0.031079,             0.10816,           0.0007963,             0.85878,             0.90771,              0.9136,             0.62085,            0.025789,            0.066759,          0.00043219,            0.002179,            0.002179,            0.002179
                  81,            0.031278,             0.11243,          0.00078639,             0.85209,             0.91231,             0.90852,             0.61038,            0.025483,             0.06694,          0.00047068,             0.00208,             0.00208,             0.00208
                  82,            0.031774,             0.11037,           0.0008529,             0.84838,             0.89202,             0.90672,             0.61718,            0.025354,            0.068161,          0.00045154,            0.001981,            0.001981,            0.001981
